,mfcc
871,"[-5.01504364e+02  6.91480713e+01 -1.14507675e+01  9.86983776e+00
  1.98015019e-01  1.08397894e+01 -1.41617861e+01  3.84254313e+00
 -7.66462535e-02 -4.49770164e+00 -5.62709332e+00  3.23265624e+00
 -5.27682829e+00]"
872,"[-4.7583231e+02  6.6701691e+01 -1.6598370e+01  5.4111910e+00
 -1.6137925e-01  4.5216727e+00 -1.1204781e+01  3.0752707e+00
 -1.8475140e+00 -4.0708013e+00 -6.7609692e+00  1.0334018e+00
 -5.0069170e+00]"
873,"[-4.3984158e+02  7.5720650e+01 -1.1754157e+01  6.1863809e+00
 -1.0442867e+00  6.4664984e+00 -1.5432589e+01  3.9085672e+00
  8.0806822e-01 -6.6697111e+00 -5.7293758e+00  2.7803680e-01
 -4.7262931e+00]"
874,"[-4.9149615e+02  7.2254715e+01 -7.6176357e+00  1.1249124e+01
  6.2025757e+00  1.7656445e+01 -9.4840565e+00  3.4045372e+00
 -3.6957779e+00  4.5523080e-01 -5.1596227e+00  1.6783428e+00
 -2.6122832e-01]"
875,"[-413.35556      57.69501     -13.445948      7.733049      0.52045834
    7.654194    -14.793532      2.5861237    -2.754365     -5.813595
   -6.351167     -2.2695687    -5.3918257 ]"
876,"[-6.0651849e+02  8.1553864e+01  8.0763083e+00  1.6286638e+01
  1.0071632e+01  2.2609854e+01  4.5918363e-01  8.0065680e+00
  1.5170717e+00 -2.0032482e-01  3.8173971e+00  3.2345383e+00
  2.5176342e+00]"
877,"[-5.7745819e+02  8.0630295e+01 -2.3588449e-02  1.7661491e+01
  4.9414325e+00  2.0552464e+01 -5.9638653e+00  5.1990361e+00
 -8.1357269e+00 -1.4498911e+00  1.8208139e+00  4.4316092e+00
 -1.9857129e+00]"
878,"[-582.5113      78.347015     4.942614    20.768387     3.34126
   22.49625     -3.5877297    7.4009166   -7.4516163    0.9549102
    1.504873     6.44342     -2.1441753]"
879,"[-541.7714       86.15969     -18.01054      20.04692      -4.072011
   19.410513    -13.468738      2.4072423   -14.300367     -6.5480266
   -3.302806      0.76266515   -4.2618966 ]"
880,"[-5.0416177e+02  7.5576187e+01 -6.3696079e+00  1.6560776e+01
  6.2543221e+00  1.8473158e+01 -8.5491247e+00  6.5530992e+00
 -3.1818473e-01  6.8485492e-01 -3.1792648e+00  4.3991818e+00
 -1.4878727e+00]"
881,"[-463.45734     64.03124    -10.732708    15.588976     5.7501245
   14.936571    -8.918058     2.1870565   -3.3651812   -1.1830844
   -4.7091084    3.3569279   -2.9625845]"
882,"[-5.1653156e+02  7.3569176e+01 -4.7654428e+00  1.6143167e+01
  7.5321736e+00  2.0574545e+01 -8.9465570e+00  5.4705358e+00
 -2.2808356e+00  5.0728995e-01 -2.0621226e+00  5.0566797e+00
 -3.2447965e+00]"
883,"[-492.14252     70.248436   -13.071982     9.352415     2.755393
   16.50223    -12.311246     3.2697597   -4.935692    -5.881201
   -5.1384864    4.1765385   -4.159792 ]"
884,"[-571.1309     106.52262      1.8298553   12.5850525    3.6811028
   21.040321   -10.157373     2.4546375   -7.9028926   -3.1928942
   -5.391646     1.0424808   -3.242072 ]"
885,"[-595.47614    115.78904    -12.021811     2.975016     7.4405313
   16.23159     -9.713146     4.0057254   -7.16283     -4.389233
   -1.6434468    2.1906962    0.999207 ]"
886,"[-5.9104077e+02  1.0753709e+02 -4.6414891e-01  1.0662412e+01
  4.9417729e+00  2.3533676e+01 -8.3174219e+00  3.2890654e+00
 -1.3028728e+01 -4.6628623e+00 -1.8949288e+00  2.3468065e+00
 -9.2743868e-01]"
887,"[-5.18413757e+02  1.05406860e+02 -1.36093450e+00  1.26665812e+01
  4.47384834e+00  2.08350296e+01 -1.05812845e+01  2.74606347e+00
 -5.99398613e+00 -6.21587133e+00 -6.92684650e+00  1.04041733e-01
 -4.41250372e+00]"
888,"[-5.2753040e+02  8.8803635e+01 -8.0423889e+00  9.9264641e+00
  8.6812820e+00  1.5970903e+01 -7.0224137e+00  2.6272953e+00
 -3.0169275e+00 -3.5337315e+00 -1.7665641e+00  4.7126910e-01
 -2.4410486e+00]"
889,"[-574.9477     111.4119       2.4042485   13.444958     6.7846727
   21.20381     -7.727993     6.459261    -2.434968    -2.5845597
   -2.0307384    1.9502552    1.6733602]"
890,"[-543.7039      95.22101     -2.554054     6.072172     6.499474
   19.449945    -6.5294423    4.879027    -5.1998444   -2.9453156
    1.3042636    0.7457802    0.8530644]"
891,"[-549.8964       84.62138      -2.8360147    12.465473      2.2926183
   22.193165    -10.592444      6.548297     -9.076086     -2.575713
   -0.77659917    3.4224427    -5.9927187 ]"
892,"[-5.8517889e+02  1.1885349e+02 -2.3287568e+00  6.9117932e+00
  1.4459847e+01  1.8919809e+01 -7.9846239e+00  5.1409230e+00
 -1.9343674e+00 -1.6062841e+00 -2.8387771e+00  3.2672942e+00
 -4.8993745e-01]"
893,"[-590.9038      88.326584    -0.7739166    7.4453645    9.185319
   12.991864    -5.8064756    5.6040263   -1.8510785   -2.887302
   -3.0361738    2.6104581   -1.1381282]"
894,"[-5.8844641e+02  1.0020266e+02 -5.7912931e+00  7.5143261e+00
  7.6397662e+00  1.7699173e+01 -1.0157155e+01  3.8647461e+00
 -4.1706209e+00 -3.5725088e+00 -6.2012262e+00  2.5898688e+00
 -2.6341537e-01]"
895,"[-617.8671      95.277405     5.180898    12.4445915    8.365349
   15.050176    -5.6614814    4.7159786   -6.2672853   -4.9618263
   -3.754142     2.216964    -3.4246874]"
896,"[-5.2629224e+02  7.6093102e+01  1.3053648e-03  1.2853469e+01
  9.5231113e+00  1.6613108e+01 -6.5287805e+00  7.4698038e+00
 -1.5007454e+00  9.6528774e-01 -3.2253997e+00  6.6287684e+00
 -2.2948678e-01]"
897,"[-5.6126849e+02  8.7158897e+01 -3.9667382e+00  1.2080879e+01
  1.4911733e+01  1.9417616e+01 -7.9736490e+00  6.5193791e+00
  7.6617533e-01  2.3924845e-01 -1.4048142e+00  6.9364181e+00
  1.9035597e+00]"
898,"[-619.58984     99.466515     1.2940267   13.046924    12.952964
   20.162767    -6.226322     7.0944123   -4.333437    -1.8845602
   -4.0424533    2.6232305   -0.8991359]"
899,"[-554.1888      91.92593     -3.195473    12.9558115   11.647424
   20.359243    -9.056174     3.2660382   -4.7591577   -3.4357681
   -6.2385645    1.462442    -3.4488647]"
900,"[-656.05286     83.78812      8.964222    14.399701     1.9357677
    5.4289145  -13.103404    -2.710616    -9.82129     -3.8415477
   -5.975139    -1.4263288   -8.077334 ]"
901,"[-660.85156      85.99259       5.0021095    16.040495      0.87091935
    6.490522    -15.481682     -1.8597975   -10.80506      -1.971883
   -5.4638324    -1.306275     -7.642142  ]"
902,"[-6.3002454e+02  7.9908623e+01  3.6977630e+00  1.6352486e+01
 -4.9447444e-01  8.6333370e+00 -1.7528576e+01 -6.9010768e+00
 -1.2371489e+01 -2.5226490e+00 -5.8372159e+00  1.0117284e+00
 -8.3982658e+00]"
903,"[-6.4278876e+02  6.8014557e+01  5.6987605e+00  1.5558573e+01
  6.3389331e-01  6.9744205e+00 -1.5500550e+01 -4.1812944e+00
 -1.2259202e+01 -2.5683696e+00 -5.2105145e+00 -3.3779442e+00
 -6.1094022e+00]"
904,"[-695.4506      84.42025      3.5974243   14.689291    -1.4853393
    7.946234   -13.360697    -3.370358   -11.406943     1.4835801
   -4.9137077   -1.198732    -8.747715 ]"
905,"[-634.6592      85.15801      6.6484857   17.338146     2.2687972
    8.934876   -18.968916    -3.9831886   -8.845616    -1.8450513
   -4.9758267   -5.339345    -8.058619 ]"
906,"[-6.5312512e+02  6.9623985e+01  9.0628099e+00  1.9403460e+01
  1.6894884e-01  9.3566399e+00 -1.8735334e+01 -4.7215600e+00
 -1.2087171e+01 -2.7555935e+00 -7.0890269e+00 -2.3691614e+00
 -1.0146285e+01]"
907,"[-6.42520996e+02  7.05659409e+01  5.11517382e+00  1.98944740e+01
  1.02993645e-01  9.16829300e+00 -1.58547373e+01 -2.91383529e+00
 -1.35720701e+01 -1.35337281e+00 -3.70944357e+00 -3.25398874e+00
 -8.15595818e+00]"
908,"[-6.3963007e+02  8.0073944e+01  3.3569610e+00  1.2215266e+01
 -5.0123155e-01  5.1695657e+00 -1.3843808e+01 -3.7713537e+00
 -1.2003388e+01  4.1616961e-02 -4.9534545e+00 -2.7787411e+00
 -9.0386000e+00]"
909,"[-6.00304810e+02  9.18452759e+01 -5.13170898e-01  1.39434443e+01
  1.06892025e+00  1.26758471e+01 -1.81356964e+01 -2.46042299e+00
 -1.27739935e+01 -2.88277602e+00 -3.92657280e+00 -2.42267156e+00
 -1.06979713e+01]"
910,"[-6.5603052e+02  7.6883377e+01  5.0373378e+00  1.6972393e+01
 -3.7480261e+00  7.5120740e+00 -1.8012745e+01 -6.9956837e+00
 -1.1720196e+01 -3.2230651e+00 -6.5624533e+00 -3.1981215e-01
 -1.0396085e+01]"
911,"[-652.0917      80.10303      7.4219403   15.692122    -4.477738
   10.514403   -17.751017    -7.416999   -11.24782     -2.3832352
   -7.832042    -0.7636946   -8.775915 ]"
912,"[-5.79481934e+02  7.16874084e+01 -1.37995892e+01  5.48021412e+00
  2.21258068e+00  2.19848347e+00 -1.41076479e+01 -4.26804972e+00
 -1.26728983e+01 -6.07197952e+00 -4.22919178e+00 -2.43982881e-01
 -1.01789465e+01]"
913,"[-564.6073      68.26016    -10.22107      9.918169     2.2949927
    4.362234   -12.561204    -2.8621764  -11.637174    -2.123989
   -2.987884    -0.7914875   -8.827447 ]"
914,"[-565.5552      66.63105     -3.1296566    8.767296     2.1055603
    5.3465214  -14.38794     -6.7351017  -12.118248    -5.2750473
   -5.712629    -1.685525    -9.120886 ]"
915,"[-5.70500122e+02  6.23933601e+01 -7.93828344e+00  7.89130306e+00
  4.40554172e-01  5.12807131e+00 -1.44821615e+01 -5.95014238e+00
 -1.31436882e+01 -7.52538395e+00 -5.87644148e+00  8.39904904e-01
 -8.15412331e+00]"
916,"[-528.105        70.61753     -16.15576       4.030829     -1.3248491
    2.4744961   -14.663105     -4.761272    -14.846452     -7.2470646
   -5.459555      0.87844944  -10.710652  ]"
917,"[-4.5455005e+02  5.6848476e+01 -1.9176455e+01  3.8346493e+00
 -2.7416387e-01  5.9783274e-01 -1.7206263e+01 -3.9515495e+00
 -9.4151754e+00 -6.4168019e+00 -4.1921821e+00  1.8404149e-01
 -8.9216471e+00]"
918,"[-507.3545      58.89972    -14.712489     9.689109    -2.9676085
    0.525858   -21.06118     -7.946025   -15.502493    -7.5023274
   -7.0554376   -1.9407282  -13.054707 ]"
919,"[-516.49866     64.485535   -10.800845     7.168752    -1.0032228
    3.0175307  -18.3081      -4.71063    -12.5318165   -7.335128
   -4.2267427    1.8859015   -7.93078  ]"
920,"[-6.7090784e+02  6.6268669e+01 -1.6413610e+00  1.3286265e+01
  2.2030818e+00  2.7541964e+00 -1.0387163e+01 -2.8873291e+00
 -1.5359939e+01  3.6099124e-01 -5.3268852e+00 -2.3286462e+00
 -8.8324060e+00]"
921,"[-668.9162      84.299774     6.8177943   12.488314     3.7778113
    1.5662977  -12.659147    -7.235692   -13.963275    -3.9247034
   -5.199188    -1.7804782   -9.776741 ]"
922,"[-6.7323987e+02  6.5034775e+01  5.5669045e+00  1.2574347e+01
  2.1844864e+00  8.2574358e+00 -1.1666790e+01 -4.0229468e+00
 -1.4309082e+01 -1.9007044e+00 -5.7548714e+00  4.3726966e-01
 -9.9749146e+00]"
923,"[-678.3653      64.50582      6.1440296   15.146819     3.4692717
    6.711971   -10.59282     -7.346994   -12.909768    -2.7063222
   -6.3368354   -1.2037706  -10.068297 ]"
924,"[-602.17053      88.97469     -12.273871      7.0551076     4.9855194
    4.7254057   -16.65274     -12.020068    -22.049448     -8.8382845
   -3.6796215    -0.64960223  -12.83661   ]"
925,"[-620.1919      83.40804    -11.210764    11.465473    -1.11902
    7.140636   -15.1195545   -8.383495   -18.301025    -6.49938
   -4.8168793    2.803342   -12.269672 ]"
926,"[-6.0689807e+02  7.3308113e+01 -3.6648314e+00  1.0432151e+01
 -2.0471311e+00  5.3725667e+00 -2.0066462e+01 -9.5874252e+00
 -1.6888496e+01 -8.3903751e+00 -1.0006452e+01 -5.8261162e-01
 -1.2693369e+01]"
927,"[-592.2838      81.12396     -8.824359     9.243917    -1.3802683
    7.490076   -20.316116   -13.832382   -19.767176    -2.8740394
   -6.196319    -2.3110652  -13.440646 ]"
928,"[-491.6531      72.687546    -8.012126    14.74763     -2.7168024
    1.1895123  -15.3070755    1.1316198  -13.531712    -7.264017
   -6.4103417    2.7392526   -8.768068 ]"
929,"[-4.6221439e+02  6.5476364e+01 -6.0438280e+00  1.0002482e+01
 -3.2641287e+00 -4.3125239e-01 -1.4939855e+01  7.5618833e-01
 -9.5195799e+00 -1.0663336e+01 -9.4669781e+00  2.1022508e+00
 -8.2530584e+00]"
930,"[-5.1644366e+02  6.2971073e+01 -8.8893795e+00  1.3735533e+01
 -8.6635866e+00 -5.4623133e-01 -1.3751326e+01 -4.9149302e-01
 -1.5648690e+01 -8.7314205e+00 -1.1678153e+01  3.8892493e-01
 -8.4060535e+00]"
931,"[-4.7144797e+02  6.5547432e+01 -1.1340220e+01  1.7231403e+01
 -3.3798683e+00  3.1868405e+00 -1.7091728e+01  3.4975526e-01
 -1.4958298e+01 -9.8149052e+00 -9.3307209e+00  6.9181490e-01
 -9.0504227e+00]"
932,"[-419.649       61.628918   -12.102665     7.955137    -5.1138253
   -4.592703   -19.380013     2.0578058  -12.3244     -10.618442
   -7.5338044    1.9465553   -9.893602 ]"
933,"[-407.24542      53.1384      -21.623951      0.92382985   -5.952631
   -5.046723    -19.055815      1.3012843   -13.056094    -14.020345
   -7.9424195     2.9237995    -8.153468  ]"
934,"[-410.5704      47.929478   -21.848171     5.191386    -7.110239
   -2.0445845  -22.224754     5.635139   -13.398044   -15.86005
   -7.179195     3.8169994  -11.77508  ]"
935,"[-417.85306     54.449406   -17.781635     5.7858233   -7.2191563
   -3.5139265  -21.54007      3.2511678  -12.417479   -14.297183
   -7.36882      4.531889   -11.00228  ]"
936,"[-569.1419       72.7985       -8.178285      5.9995604     1.3750731
    1.9153534   -15.122201     -3.8776996   -15.720346     -9.281445
   -6.872436      0.73058635  -11.917064  ]"
937,"[-6.1193091e+02  6.4123566e+01 -3.3343587e+00  1.1615761e+01
  1.0159585e+00  4.7165799e+00 -9.7837229e+00 -1.1023421e-01
 -1.4882730e+01 -4.8133178e+00 -6.0567646e+00  1.8721156e+00
 -9.6917896e+00]"
938,"[-5.8788177e+02  5.8810555e+01 -7.5549036e-01  1.2936554e+01
  5.7347715e-01  4.7909546e+00 -1.2345114e+01 -5.4770346e+00
 -1.2462596e+01 -3.6372316e+00 -4.8454161e+00 -8.5181534e-01
 -8.9353323e+00]"
939,"[-5.4909283e+02  6.0944492e+01 -7.3921623e+00  8.6716957e+00
 -1.9222770e+00  4.6981936e+00 -1.4452934e+01 -7.8190789e+00
 -1.6865601e+01 -9.5865479e+00 -5.3128157e+00  4.7578520e-01
 -1.2286401e+01]"
940,"[-396.06396     56.891727   -32.765068    -0.7339542   -7.318642
   -3.5054324  -22.582483    -7.096136   -20.475475   -11.520341
   -9.455789    -1.4034488  -16.677818 ]"
941,"[-383.5366      46.80775    -32.570847    -2.8820372   -7.523279
   -4.094078   -23.878668    -7.902094   -16.941814   -10.126133
   -8.03265     -1.6157601  -14.257523 ]"
942,"[-4.0966434e+02  4.7022087e+01 -3.4175392e+01 -1.6166766e+00
 -8.5097380e+00 -2.2496600e+00 -2.4910503e+01 -6.0085154e+00
 -1.7840893e+01 -1.5166180e+01 -8.6471786e+00  3.2959351e-01
 -1.5443564e+01]"
943,"[-4.0105057e+02  4.8808525e+01 -2.8635696e+01 -2.3860457e+00
 -8.9076681e+00 -3.2264575e-01 -2.4349697e+01 -5.5069523e+00
 -1.8306536e+01 -1.0950957e+01 -7.7330642e+00  6.4745671e-01
 -1.3391330e+01]"
944,"[-6.0855811e+02  7.9953903e+01 -8.8664383e-01  1.4617248e+01
 -2.0765903e+00  4.0787029e+00 -9.1464472e+00  3.9619428e-01
 -1.7330700e+01 -3.2458398e+00 -8.3379354e+00  3.4874938e+00
 -7.8584614e+00]"
945,"[-5.9258551e+02  8.3720711e+01 -5.4800332e-01  1.1635467e+01
 -3.8690317e+00  2.1591768e+00 -8.2026749e+00 -1.1763030e-01
 -1.8587502e+01 -4.8068271e+00 -5.5998282e+00  2.6072125e+00
 -8.7205524e+00]"
946,"[-6.2876514e+02  6.5894943e+01  7.8124619e-01  1.3954756e+01
  7.9883569e-01  1.8004733e+00 -1.5316416e+01 -5.5324931e+00
 -1.1752752e+01 -3.7993446e-01 -8.8514004e+00 -3.6699107e+00
 -7.0678167e+00]"
947,"[-5.8207880e+02  6.8900566e+01  2.4556060e+00  1.3159422e+01
  5.3481293e-01  5.5393267e+00 -1.0164263e+01 -4.9355130e+00
 -1.0548468e+01 -4.6107254e+00 -5.4115477e+00 -5.1097649e-01
 -7.4281182e+00]"
948,"[-5.5459583e+02  8.4729088e+01  3.2231984e-01  1.7608660e+01
 -3.6710057e+00  3.2847750e+00 -1.6612200e+01 -2.6946504e+00
 -1.9915930e+01 -7.6745954e+00 -6.3760777e+00  2.1695120e+00
 -1.0837997e+01]"
949,"[-531.6261       77.92085      -1.6920798    15.925504     -1.6474558
    0.82500184  -16.473988      1.3184245   -18.353552     -5.8219094
   -8.481183      5.1678715   -10.117223  ]"
950,"[-538.71924     73.23021      3.1563754   21.26987     -5.7261367
    8.234315   -20.249617    -1.6896514  -16.916607    -7.3218136
  -10.218959     5.0582423  -14.073953 ]"
951,"[-5.2201959e+02  6.7940399e+01  4.5125812e-01  1.3642323e+01
 -3.1482890e+00  4.2630982e+00 -2.0454918e+01 -3.6143057e+00
 -1.3850417e+01 -6.0368137e+00 -1.0520600e+01  1.0099729e+00
 -1.2298755e+01]"
952,"[-613.4742       70.735725     -6.842255      4.0208135    -0.93017894
   -0.78836197  -14.1159115    -6.8803015   -12.223728     -3.2322896
   -3.4228525    -2.3100622    -9.922793  ]"
953,"[-570.5349      64.37531     -7.468619     4.922643    -5.056464
   -4.3029838  -15.837459    -7.8623934  -10.92643     -2.9677043
   -7.8932037   -4.192363    -6.1541686]"
954,"[-5.7868066e+02  6.1190697e+01 -7.2289877e+00  6.8438072e+00
 -3.5900962e+00 -7.9566631e-03 -1.4611748e+01 -5.1305537e+00
 -1.5229281e+01 -4.7083330e+00 -5.4073009e+00 -2.0081377e+00
 -1.1336048e+01]"
955,"[-532.8954      54.496845    -8.906168     6.261047    -5.56433
   -2.7440155  -18.327827    -9.438899   -11.207836    -2.4547668
  -10.804744    -5.0745397   -8.639641 ]"
956,"[-5.6651660e+02  6.7049362e+01 -9.0866766e+00 -1.6674498e-01
 -1.2893109e+00 -3.2631335e+00 -1.2429363e+01 -7.3142357e+00
 -1.6786972e+01 -3.7345014e+00 -4.2455873e+00 -2.8750081e+00
 -1.0408929e+01]"
957,"[-541.90424     67.68742     -9.787507     3.7346194   -5.570652
   -4.1797023  -16.782658    -4.28503    -11.5169      -4.0417414
   -8.739708    -3.783562    -9.755896 ]"
958,"[-510.18375      61.970196    -10.907837      1.5312912    -6.550838
    0.81843966  -20.627014     -7.2837453   -15.138819     -6.161801
   -9.725395     -1.4250315   -12.6133175 ]"
959,"[-535.076        58.43834      -9.36418       2.9098306    -6.0308423
   -0.66876763  -19.657846     -8.690809    -13.750175     -5.7885466
   -9.198302     -4.2175107   -11.931087  ]"
960,"[-628.45245     105.19696      12.734085     19.744001     12.344937
   22.560757     -1.2325505    14.9272585    -3.9293523    -9.0074415
   -0.94429165    4.8239274    -1.6251484 ]"
961,"[-656.3362       91.38044       8.610392     16.76079      11.794083
   18.376656     -1.548079     13.757303      0.82313836   -3.6471047
   -0.9073944     3.4144175     1.6570178 ]"
962,"[-642.39276     96.99404      9.507933    19.559261     8.915118
   18.68414     -2.7427657   16.13123     -1.4079541   -6.695223
   -3.3434715    4.717373    -2.0056708]"
963,"[-6.3947522e+02  9.3582901e+01  1.1532994e+01  1.8595179e+01
  1.1213663e+01  1.7007729e+01 -1.5209680e+00  1.6192438e+01
 -2.9006785e-01 -6.5104027e+00 -1.5911684e+00  4.9929085e+00
 -9.0821457e-01]"
964,"[-6.5507001e+02  8.4104836e+01  9.8756113e+00  1.4708421e+01
  9.1668930e+00  1.7165802e+01  1.2461590e+00  1.1807802e+01
 -3.1908658e+00 -1.8281896e+00 -1.0846468e+00  3.4655511e+00
  4.9485171e-01]"
965,"[-6.4779016e+02  8.5432571e+01  1.4453317e+01  2.2822878e+01
  1.0214975e+01  2.1559710e+01 -3.4355018e-01  1.3877879e+01
 -2.3385627e+00 -1.7814626e+00 -1.8413442e+00  4.9986458e+00
  2.4636111e-01]"
966,"[-634.7011      93.66301     14.6390295   27.406168     9.011626
   19.96589     -1.5568044   16.102047    -4.0855494   -2.6208293
   -0.8435872    4.1982307   -4.7666874]"
967,"[-619.2004      96.25216     14.373516    24.850618     6.266274
   20.630322    -3.383127    16.353573    -5.2927346   -6.661984
   -1.169228     4.864576    -3.3853376]"
968,"[-6.2001971e+02  1.0109687e+02  6.9313893e+00  2.6142767e+01
  1.2040203e+01  2.7175390e+01 -2.1282485e+00  1.8501923e+01
 -7.5653110e+00 -5.6019058e+00  1.1697991e+00  4.3460593e+00
 -1.6605157e-01]"
969,"[-6.8074097e+02  9.8763344e+01  1.5047587e+01  2.6287836e+01
  1.3546231e+01  2.0095480e+01 -9.3180251e-01  1.7178984e+01
 -7.9386485e-01 -3.4600759e-01  1.6718585e+00  1.8955412e+00
  2.4163759e-01]"
970,"[-617.29956     95.99097      8.663482    31.774893    11.061154
   25.455332    -1.6273773   12.899378    -7.866707    -5.219303
    0.9848711    4.222797    -2.4923158]"
971,"[-6.90016663e+02  1.04025635e+02  1.52724714e+01  3.09414921e+01
  9.43041229e+00  2.00525303e+01  2.73613644e+00  1.75898628e+01
  5.50697803e-01 -1.79652429e+00 -1.84681311e-01  5.51683855e+00
 -2.18233633e+00]"
972,"[-614.261       81.89267      8.082181    16.781055     7.210223
   17.5047      -1.3446093   10.890589    -7.3319726   -1.9083314
   -3.3066278    2.3130956   -2.1201277]"
973,"[-589.0594      77.22542      5.247325    15.181952     7.2027936
   15.9856      -2.335667    10.420107    -7.466492    -2.2883477
   -3.7314193    3.3258185   -0.9316521]"
974,"[-570.35834     76.63602     -1.6542516   13.798336     5.4266596
   17.021084    -6.7359295   11.077183    -7.280834    -7.080308
   -4.953413     2.7168713   -0.9021802]"
